,EDAD
66638,45
66639,43
66640,46
66641,52
66642,81
66643,74
66644,38
66645,55
66646,6
66647,48
66648,7
66649,27
66650,33
66651,58
66652,63
66653,50
66654,38
66655,27
66656,39
66657,28
66658,34
66659,26
66660,43
66661,57
66662,39
66663,56
66664,51
66665,41
66666,54
66667,65
66668,48
66669,64
66670,63
66671,49
66672,36
66673,67
66674,57
66675,77
66676,28
66677,65
66678,29
66679,1
66680,62
66681,61
66682,77
66683,31
66684,28
66685,55
66686,38
66687,62
66688,51
66689,45
66690,37
66691,76
66692,75
66693,53
66694,63
66695,50
66696,54
66697,15
66698,49
66699,46
66700,48
66701,76
66702,27
66703,44
66704,62
66705,40
66706,71
66707,42
66708,41
66709,34
66710,42
66711,36
66712,47
66713,34
66714,22
66715,41
66716,57
66717,29
66718,20
66719,47
66720,40
66721,41
66722,61
66723,34
66724,46
66725,53
66726,35
66727,38
66728,72
66729,23
66730,52
66731,35
66732,56
66733,30
66734,72
66735,36
66736,32
66737,48
66738,54
66739,36
66740,41
66741,58
66742,73
66743,51
66744,68
66745,51
66746,39
66747,65
66748,48
66749,69
66750,50
66751,40
66752,49
66753,67
66754,39
66755,49
66756,25
66757,27
66758,48
66759,46
66760,47
66761,29
66762,59
66763,46
66764,33
66765,39
66766,62
66767,61
66768,23
66769,27
66770,35
66771,54
66772,57
66773,33
66774,71
66775,48
66776,64
66777,42
66778,4
66779,44
66780,39
66781,20
66782,61
66783,33
66784,32
66785,23
66786,37
66787,28
66788,24
66789,72
66790,80
66791,49
66792,29
66793,68
66794,45
66795,49
66796,29
66797,49
66798,52
66799,23
66800,74
66801,35
66802,27
66803,43
66804,41
66805,49
66806,46
66807,54
66808,48
66809,49
66810,41
66811,39
66812,73
66813,48
66814,36
66815,47
66816,46
66817,56
66818,57
66819,60
66820,40
66821,33
66822,47
66823,28
66824,59
66825,27
66826,42
66827,79
66828,56
66829,33
66830,59
66831,28
66832,84
66833,29
66834,64
66835,32
66836,41
66837,39
66838,39
66839,22
66840,46
66841,67
66842,65
66843,42
66844,59
66845,31
66846,36
66847,76
66848,26
66849,27
66850,50
66851,38
66852,34
66853,51
66854,14
66855,47
66856,67
66857,46
66858,19
66859,60
66860,31
66861,43
66862,48
66863,36
66864,37
66865,46
66866,34
66867,32
66868,60
66869,37
66870,40
66871,46
66872,26
66873,49
66874,43
66875,37
66876,30
66877,45
66878,37
66879,61
66880,39
66881,65
66882,9
66883,48
66884,76
66885,42
66886,65
66887,35
66888,28
66889,31
66890,31
66891,47
66892,26
66893,4
66894,58
66895,52
66896,31
66897,67
66898,25
66899,39
66900,45
66901,53
66902,43
66903,58
66904,34
66905,74
66906,8
66907,51
66908,45
66909,35
66910,6
66911,70
66912,46
66913,31
66914,66
66915,71
66916,39
66917,66
66918,39
66919,51
66920,46
66921,55
66922,26
66923,70
66924,48
66925,30
66926,49
66927,58
66928,38
66929,37
66930,25
66931,39
66932,64
66933,42
66934,68
66935,41
66936,35
66937,46
66938,30
66939,25
66940,34
66941,48
66942,13
66943,51
66944,57
66945,72
66946,41
66947,33
66948,45
66949,26
66950,44
66951,29
66952,49
66953,51
66954,44
66955,72
66956,48
66957,53
66958,29
66959,49
66960,34
66961,34
66962,47
66963,71
66964,69
66965,51
66966,23
66967,48
66968,21
66969,40
66970,86
66971,48
66972,55
66973,29
66974,26
66975,42
66976,39
66977,54
66978,38
66979,47
66980,35
66981,28
66982,60
66983,25
66984,35
66985,29
66986,62
66987,40
66988,53
66989,54
66990,35
66991,37
66992,70
66993,21
66994,34
66995,30
66996,63
66997,39
66998,60
66999,66
67000,34
67001,46
67002,64
67003,47
67004,36
67005,38
67006,22
67007,20
67008,30
67009,47
67010,41
67011,27
67012,44
67013,41
67014,58
67015,34
67016,30
67017,43
67018,35
67019,64
67020,57
67021,45
67022,40
67023,60
67024,59
67025,29
67026,40
67027,53
67028,33
67029,23
67030,48
67031,67
67032,58
67033,39
67034,38
67035,47
67036,65
67037,63
67038,76
67039,28
67040,77
67041,59
67042,43
67043,15
67044,68
67045,46
67046,21
67047,53
67048,53
67049,51
67050,36
67051,51
67052,51
67053,50
67054,33
67055,37
67056,30
67057,34
67058,48
67059,40
67060,39
67061,46
67062,58
67063,57
67064,49
67065,56
67066,23
67067,55
67068,39
67069,42
67070,38
67071,53
67072,42
67073,24
67074,28
67075,50
67076,50
67077,61
67078,51
67079,57
67080,52
67081,65
67082,53
67083,82
67084,65
67085,35
67086,44
67087,16
67088,42
67089,38
67090,48
67091,33
67092,46
67093,25
67094,59
67095,44
67096,56
67097,54
67098,59
67099,44
67100,75
67101,73
67102,37
67103,60
67104,33
67105,99
67106,60
67107,39
67108,72
67109,47
67110,50
67111,61
67112,37
67113,32
67114,55
67115,31
67116,89
67117,48
67118,65
67119,48
67120,61
67121,55
67122,35
67123,30
67124,59
67125,27
67126,30
67127,88
67128,29
67129,22
67130,68
67131,51
67132,45
67133,36
67134,59
67135,34
67136,48
67137,71
67138,67
67139,64
67140,26
67141,51
67142,28
67143,68
67144,38
67145,33
67146,30
67147,51
67148,80
67149,20
67150,50
67151,58
67152,24
67153,42
67154,73
67155,26
67156,58
67157,40
67158,53
67159,30
67160,32
67161,58
67162,65
67163,65
67164,54
67165,64
67166,36
67167,50
67168,39
67169,49
67170,48
67171,39
67172,63
67173,24
67174,67
67175,66
67176,49
67177,29
67178,38
67179,32
67180,37
67181,56
67182,33
67183,68
67184,65
67185,54
67186,55
67187,24
67188,42
67189,34
67190,56
67191,42
67192,39
67193,54
67194,38
67195,56
67196,36
67197,57
67198,42
67199,27
67200,55
67201,52
67202,51
67203,70
67204,36
67205,40
67206,51
67207,60
67208,57
67209,68
67210,34
67211,60
67212,27
67213,56
67214,37
67215,28
67216,41
67217,36
67218,27
67219,41
67220,75
67221,72
67222,61
67223,43
67224,31
67225,52
67226,10
67227,27
67228,27
67229,41
67230,52
67231,33
67232,49
67233,41
67234,52
67235,72
67236,53
67237,41
67238,41
67239,40
67240,72
67241,48
67242,53
67243,25
67244,36
67245,48
67246,30
67247,68
67248,24
67249,78
67250,32
67251,21
67252,48
67253,58
67254,26
67255,48
67256,26
67257,34
67258,60
67259,51
67260,45
67261,54
67262,49
67263,64
67264,53
67265,38
67266,49
67267,55
67268,42
67269,62
67270,58
67271,29
67272,43
67273,24
67274,56
67275,35
67276,38
67277,57
67278,33
67279,36
67280,40
67281,39
67282,64
67283,59
67284,46
67285,71
67286,44
67287,30
67288,9
67289,60
67290,57
67291,43
67292,36
67293,59
67294,39
67295,47
67296,50
67297,46
67298,33
67299,50
67300,45
67301,40
67302,72
67303,47
67304,50
67305,44
67306,46
67307,50
67308,57
67309,50
67310,35
67311,55
67312,23
67313,44
67314,36
67315,52
67316,47
67317,50
67318,44
67319,35
67320,55
67321,53
67322,30
67323,52
67324,53
67325,38
67326,21
67327,46
67328,40
67329,60
67330,41
67331,67
67332,42
67333,71
67334,50
67335,59
67336,40
67337,42
67338,69
67339,26
67340,25
67341,66
67342,61
67343,38
67344,21
67345,62
67346,47
67347,38
67348,61
67349,21
67350,33
67351,51
67352,43
67353,39
67354,68
67355,41
67356,62
67357,44
67358,21
67359,70
67360,13
67361,29
67362,39
67363,34
67364,70
67365,54
67366,29
67367,51
67368,42
67369,62
67370,25
67371,52
67372,75
67373,45
67374,76
67375,25
67376,59
67377,38
67378,69
67379,69
67380,31
67381,33
67382,29
67383,46
67384,54
67385,2
67386,26
67387,48
67388,33
67389,35
67390,29
67391,54
67392,43
67393,62
67394,35
67395,62
67396,81
67397,69
67398,77
67399,65
67400,33
67401,32
67402,50
67403,34
67404,34
67405,31
67406,46
67407,48
67408,82
67409,80
67410,28
67411,49
67412,56
67413,32
67414,44
67415,47
67416,35
67417,62
67418,24
67419,57
67420,47
67421,59
67422,65
67423,45
67424,26
67425,55
67426,58
67427,54
67428,76
67429,31
67430,52
67431,36
67432,62
67433,37
67434,48
67435,50
67436,58
67437,20
67438,60
67439,28
67440,53
67441,74
67442,53
67443,55
67444,70
67445,81
67446,49
67447,50
67448,35
67449,55
67450,28
67451,38
67452,32
67453,25
67454,58
67455,43
67456,25
67457,69
67458,42
67459,65
67460,28
67461,0
67462,60
67463,82
67464,56
67465,32
67466,38
67467,58
67468,48
67469,27
67470,43
67471,48
67472,47
67473,33
67474,46
67475,66
67476,83
67477,67
67478,41
67479,51
67480,45
67481,31
67482,47
67483,53
67484,35
67485,91
67486,56
67487,37
67488,30
67489,50
67490,41
67491,2
67492,26
67493,64
67494,30
67495,48
67496,39
67497,26
67498,50
67499,29
67500,31
67501,63
67502,39
67503,64
67504,39
67505,44
67506,49
67507,75
67508,49
67509,50
67510,54
67511,47
67512,40
67513,18
67514,56
67515,18
67516,35
67517,33
67518,62
67519,34
67520,49
67521,23
67522,48
67523,22
67524,45
67525,32
67526,30
67527,58
67528,38
67529,31
67530,48
67531,23
67532,33
67533,35
67534,40
67535,27
67536,33
67537,35
67538,52
67539,54
67540,36
67541,61
67542,56
67543,57
67544,39
67545,34
67546,39
67547,54
67548,38
67549,35
67550,71
67551,23
67552,31
67553,40
67554,65
67555,36
67556,21
67557,54
67558,70
67559,69
67560,29
67561,40
67562,33
67563,34
67564,50
67565,35
67566,49
67567,21
67568,64
67569,38
67570,52
67571,77
67572,38
67573,68
67574,36
67575,61
67576,70
67577,35
67578,42
67579,4
67580,88
67581,61
67582,48
67583,71
67584,80
67585,62
67586,32
67587,70
67588,55
67589,64
67590,19
67591,55
67592,61
67593,55
67594,68
67595,36
67596,41
67597,24
67598,40
67599,55
67600,53
67601,52
67602,54
67603,54
67604,57
67605,29
67606,35
67607,37
67608,48
67609,23
67610,47
67611,2
67612,56
67613,79
67614,82
67615,61
67616,48
67617,32
67618,46
67619,33
67620,34
67621,48
67622,63
67623,36
67624,74
67625,49
67626,53
67627,36
67628,44
67629,48
67630,8
67631,48
67632,17
67633,54
67634,43
67635,10
67636,53
67637,43
67638,34
67639,45
67640,64
67641,30
67642,61
67643,62
67644,59
67645,32
67646,42
67647,64
67648,57
67649,69
67650,63
67651,47
67652,29
67653,33
67654,75
67655,50
67656,64
67657,64
67658,38
67659,39
67660,31
67661,44
67662,22
67663,23
67664,19
67665,81
67666,62
67667,55
67668,47
67669,61
67670,59
67671,37
67672,36
67673,54
67674,39
67675,33
67676,51
67677,29
67678,47
67679,82
67680,47
67681,54
67682,74
67683,54
67684,76
67685,62
67686,59
67687,33
67688,32
67689,47
67690,7
67691,29
67692,34
67693,58
67694,49
67695,40
67696,38
67697,48
67698,17
67699,65
67700,42
67701,83
67702,29
67703,54
67704,48
67705,31
67706,37
67707,65
67708,57
67709,56
67710,46
67711,67
67712,40
67713,23
67714,46
67715,51
67716,45
67717,44
67718,38
67719,27
67720,43
67721,39
67722,32
67723,60
67724,37
67725,36
67726,43
67727,75
67728,70
67729,47
67730,81
67731,35
67732,40
67733,32
67734,37
67735,49
67736,49
67737,51
67738,43
67739,48
67740,42
67741,59
67742,53
67743,61
67744,45
67745,30
67746,33
67747,22
67748,34
67749,28
67750,29
67751,44
67752,28
67753,31
67754,42
67755,38
67756,77
67757,53
67758,48
67759,73
67760,72
67761,36
67762,52
67763,48
67764,51
67765,29
67766,44
67767,30
67768,66
67769,38
67770,44
67771,27
67772,41
67773,30
67774,49
67775,49
67776,68
67777,58
67778,22
67779,53
67780,31
67781,62
67782,51
67783,57
67784,54
67785,53
67786,29
67787,59
67788,40
67789,28
67790,68
67791,25
67792,70
67793,59
67794,44
67795,27
67796,70
67797,28
67798,42
67799,51
67800,42
67801,29
67802,32
67803,45
67804,24
67805,43
67806,38
67807,37
67808,33
67809,57
67810,30
67811,33
67812,34
67813,30
67814,36
67815,35
67816,47
67817,29
67818,79
67819,50
67820,35
67821,42
67822,45
67823,51
67824,62
67825,33
67826,19
67827,63
67828,50
67829,32
67830,41
67831,61
67832,60
67833,71
67834,33
67835,28
67836,22
67837,12
67838,37
67839,42
67840,36
67841,70
67842,25
67843,46
67844,51
67845,50
67846,26
67847,44
67848,61
67849,26
67850,51
67851,51
67852,56
67853,32
67854,79
67855,41
67856,31
67857,50
67858,77
67859,67
67860,43
67861,56
67862,49
67863,16
67864,30
67865,43
67866,59
67867,41
67868,54
67869,33
67870,69
67871,31
67872,46
67873,56
67874,45
67875,32
67876,32
67877,36
67878,23
67879,50
67880,23
67881,31
67882,43
67883,52
67884,49
67885,41
67886,39
67887,67
67888,26
67889,28
67890,34
67891,42
67892,57
67893,47
67894,49
67895,46
67896,68
67897,39
67898,42
67899,48
67900,67
67901,34
67902,20
67903,29
67904,56
67905,45
67906,79
67907,61
67908,32
67909,1
67910,35
67911,47
67912,77
67913,57
67914,57
67915,60
67916,33
67917,60
67918,45
67919,39
67920,60
67921,19
67922,54
67923,63
67924,68
67925,36
67926,37
67927,57
67928,34
67929,44
67930,52
67931,39
67932,53
67933,38
67934,43
67935,38
67936,75
67937,25
67938,45
67939,62
67940,57
67941,59
67942,59
67943,32
67944,29
67945,40
67946,56
67947,59
67948,30
67949,40
67950,46
67951,46
67952,34
67953,48
67954,43
67955,28
67956,41
67957,15
67958,34
67959,19
67960,66
67961,43
67962,55
67963,55
67964,24
67965,62
67966,86
67967,29
67968,39
67969,78
67970,58
67971,32
67972,40
67973,51
67974,58
67975,52
67976,42
67977,25
67978,43
67979,35
67980,30
67981,43
67982,42
67983,73
67984,32
67985,55
67986,39
67987,35
67988,33
67989,36
67990,51
67991,29
67992,34
67993,43
67994,87
67995,16
67996,42
67997,43
67998,76
67999,11
68000,30
68001,9
68002,54
68003,46
68004,30
68005,61
68006,56
68007,27
68008,27
68009,38
68010,68
68011,43
68012,52
68013,54
68014,85
68015,70
68016,40
68017,34
68018,38
68019,51
68020,55
68021,26
68022,26
68023,27
68024,21
68025,21
68026,67
68027,34
68028,39
68029,66
68030,55
68031,25
68032,39
68033,26
68034,48
68035,29
68036,29
68037,28
68038,23
68039,27
68040,6
68041,33
68042,50
68043,34
68044,41
68045,31
68046,82
68047,63
68048,60
68049,44
68050,43
68051,33
68052,36
68053,48
68054,30
68055,55
68056,25
68057,53
68058,57
68059,33
68060,60
68061,16
68062,44
68063,25
68064,31
68065,61
68066,36
68067,49
68068,42
68069,47
68070,53
68071,36
68072,72
68073,78
68074,66
68075,47
68076,31
68077,38
68078,34
68079,26
68080,56
68081,30
68082,56
68083,56
68084,29
68085,20
68086,39
68087,47
68088,70
68089,53
68090,26
68091,75
68092,16
68093,64
68094,50
68095,37
68096,85
68097,43
68098,48
68099,4
68100,65
68101,34
68102,35
68103,39
68104,35
68105,51
68106,38
68107,27
68108,81
68109,28
68110,57
68111,24
68112,53
68113,69
68114,48
68115,41
68116,35
68117,51
68118,65
68119,69
68120,47
68121,38
68122,47
68123,30
68124,39
68125,47
68126,53
68127,51
68128,49
68129,26
68130,59
68131,40
68132,41
68133,58
68134,48
68135,43
68136,36
68137,38
68138,48
68139,65
68140,38
68141,44
68142,42
68143,31
68144,41
68145,44
68146,62
68147,39
68148,38
68149,61
68150,28
68151,30
68152,34
68153,34
68154,61
68155,43
68156,28
68157,44
68158,30
68159,67
68160,50
68161,32
68162,51
68163,56
68164,75
68165,47
68166,2
68167,27
68168,30
68169,0
68170,68
68171,64
68172,30
68173,26
68174,27
68175,65
68176,39
68177,61
68178,69
68179,32
68180,59
68181,55
68182,70
68183,55
68184,48
68185,24
68186,35
68187,26
68188,27
68189,44
68190,57
68191,40
68192,33
68193,32
68194,32
68195,29
68196,2
68197,31
68198,18
68199,26
68200,65
68201,51
68202,34
68203,38
68204,49
68205,39
68206,50
68207,45
68208,50
68209,67
68210,64
68211,69
68212,26
68213,40
68214,24
68215,77
68216,25
68217,64
68218,53
68219,61
68220,47
68221,55
68222,26
68223,55
68224,36
68225,43
68226,39
68227,54
68228,48
68229,37
68230,43
68231,43
68232,58
68233,38
68234,57
68235,35
68236,73
68237,39
68238,61
68239,69
68240,30
68241,69
68242,37
68243,41
68244,48
68245,26
68246,72
68247,54
68248,42
68249,72
68250,35
68251,46
68252,40
68253,43
68254,39
68255,63
68256,84
68257,44
68258,38
68259,49
68260,26
68261,33
68262,24
68263,74
68264,55
68265,33
68266,48
68267,46
68268,41
68269,65
68270,57
68271,46
68272,57
68273,49
68274,28
68275,45
68276,24
68277,72
68278,44
68279,36
68280,42
68281,64
68282,32
68283,41
68284,56
68285,50
68286,56
68287,27
68288,43
68289,35
68290,50
68291,58
68292,1
68293,97
68294,50
68295,45
68296,31
68297,39
68298,42
68299,71
68300,45
68301,62
68302,47
68303,43
68304,49
68305,50
68306,46
68307,68
68308,36
68309,42
68310,27
68311,38
68312,52
68313,72
68314,30
68315,41
68316,47
68317,28
68318,66
68319,65
68320,38
68321,52
68322,29
68323,48
68324,53
68325,54
68326,9
68327,68
68328,60
68329,25
68330,21
68331,60
68332,25
68333,28
68334,42
68335,52
68336,43
68337,52
68338,23
68339,35
68340,61
68341,29
68342,48
68343,51
68344,22
68345,41
68346,68
68347,58
68348,47
68349,0
68350,25
68351,84
68352,44
68353,38
68354,41
68355,88
68356,48
68357,54
68358,31
68359,44
68360,93
68361,45
68362,51
68363,56
68364,25
68365,14
68366,49
68367,47
68368,59
68369,50
68370,53
68371,47
68372,23
68373,28
68374,36
68375,41
68376,63
68377,43
68378,31
68379,58
68380,40
68381,24
68382,34
68383,48
68384,46
68385,31
68386,20
68387,48
68388,38
68389,24
68390,16
68391,37
68392,33
68393,19
68394,50
68395,57
68396,44
68397,37
68398,84
68399,69
68400,36
68401,53
68402,37
68403,26
68404,42
68405,49
68406,37
68407,50
68408,48
68409,79
68410,36
68411,33
68412,45
68413,40
68414,55
68415,51
68416,42
68417,49
68418,49
68419,38
68420,52
68421,34
68422,61
68423,31
68424,43
68425,50
68426,49
68427,40
68428,77
68429,35
68430,70
68431,34
68432,44
68433,49
68434,59
68435,47
68436,41
68437,48
68438,54
68439,27
68440,48
68441,69
68442,43
68443,43
68444,48
68445,26
68446,64
68447,55
68448,47
68449,35
68450,41
68451,72
68452,28
68453,40
68454,54
68455,58
68456,65
68457,21
68458,29
68459,35
68460,51
68461,48
68462,72
68463,46
68464,24
68465,30
68466,24
68467,39
68468,35
68469,45
68470,65
68471,70
68472,49
68473,80
68474,43
68475,91
68476,50
68477,50
68478,43
68479,68
68480,32
68481,48
68482,51
68483,31
68484,78
68485,46
68486,62
68487,33
68488,24
68489,52
68490,50
68491,33
68492,47
68493,40
68494,28
68495,47
68496,45
68497,70
68498,38
68499,23
68500,42
68501,58
68502,50
68503,26
68504,46
68505,42
68506,65
68507,71
68508,37
68509,48
68510,81
68511,51
68512,27
68513,82
68514,53
68515,56
68516,50
68517,50
68518,50
68519,55
68520,33
68521,25
68522,77
68523,59
68524,56
68525,55
68526,37
68527,47
68528,58
68529,52
68530,48
68531,33
68532,45
68533,57
68534,40
68535,27
68536,67
68537,34
68538,13
68539,40
68540,39
68541,34
68542,31
68543,70
68544,42
68545,52
68546,58
68547,28
68548,50
68549,23
68550,66
68551,47
68552,56
68553,61
68554,53
68555,52
68556,27
68557,16
68558,46
68559,45
68560,59
68561,30
68562,32
68563,73
68564,30
68565,45
68566,49
68567,78
68568,39
68569,35
68570,55
68571,63
68572,79
68573,86
68574,44
68575,60
68576,47
68577,37
68578,47
68579,52
68580,43
68581,41
68582,53
68583,83
68584,27
68585,40
68586,55
68587,58
68588,41
68589,73
68590,73
68591,36
68592,69
68593,35
68594,36
68595,78
68596,56
68597,44
68598,32
68599,68
68600,79
68601,24
68602,31
68603,13
68604,27
68605,69
68606,36
68607,42
68608,25
68609,38
68610,36
68611,35
68612,62
68613,30
68614,35
68615,43
68616,59
68617,57
68618,42
68619,25
68620,84
68621,47
68622,46
68623,41
68624,49
68625,46
68626,16
68627,27
68628,47
68629,31
68630,32
68631,44
68632,58
68633,42
68634,55
68635,74
68636,35
68637,45
68638,70
68639,56
68640,64
68641,50
68642,48
68643,50
68644,50
68645,25
68646,48
68647,27
68648,48
68649,26
68650,56
68651,45
68652,54
68653,41
68654,61
68655,29
68656,52
68657,29
68658,27
68659,67
68660,40
68661,45
68662,50
68663,78
68664,46
68665,78
68666,84
68667,53
68668,56
68669,32
68670,48
68671,68
68672,20
68673,31
68674,57
68675,43
68676,41
68677,42
68678,36
68679,33
68680,48
68681,43
68682,79
68683,26
68684,27
68685,46
68686,14
68687,50
68688,51
68689,59
68690,55
68691,62
68692,16
68693,47
68694,57
68695,28
68696,60
68697,22
68698,56
68699,50
68700,38
68701,38
68702,59
68703,58
68704,27
68705,2
68706,29
68707,35
68708,27
68709,60
68710,23
68711,59
68712,60
68713,78
68714,33
68715,80
68716,33
68717,77
68718,35
68719,52
68720,26
68721,53
68722,25
68723,58
68724,68
68725,66
68726,38
68727,52
68728,42
68729,72
68730,38
68731,62
68732,13
68733,32
68734,26
68735,34
68736,60
68737,42
68738,22
68739,61
68740,66
68741,42
68742,28
68743,49
68744,38
68745,35
68746,30
68747,28
68748,67
68749,40
68750,52
68751,37
68752,46
68753,66
68754,36
68755,56
68756,56
68757,50
68758,46
68759,39
68760,44
68761,34
68762,39
68763,50
68764,50
68765,50
68766,28
68767,82
68768,51
68769,51
68770,52
68771,30
68772,28
68773,28
68774,57
68775,44
68776,44
68777,57
68778,53
68779,56
68780,22
68781,47
68782,33
68783,36
68784,50
68785,50
68786,41
68787,46
68788,53
68789,38
68790,53
68791,47
68792,49
68793,51
68794,60
68795,58
68796,41
68797,50
68798,61
68799,59
68800,54
68801,46
68802,56
68803,42
68804,64
68805,51
68806,76
68807,21
68808,77
68809,65
68810,79
68811,77
68812,53
68813,41
68814,47
68815,30
68816,39
68817,63
68818,58
68819,46
68820,25
68821,71
68822,36
68823,57
68824,43
68825,58
68826,58
68827,51
68828,55
68829,21
68830,41
68831,34
68832,43
68833,25
68834,57
68835,23
68836,42
68837,82
68838,58
68839,48
68840,44
68841,40
68842,34
68843,65
68844,65
68845,59
68846,32
68847,23
68848,75
68849,54
68850,34
68851,73
68852,93
68853,50
68854,34
68855,37
68856,22
68857,45
68858,41
68859,70
68860,49
68861,55
68862,42
68863,35
68864,40
68865,63
68866,78
68867,46
68868,25
68869,34
68870,48
68871,49
68872,29
68873,64
68874,27
68875,66
68876,56
68877,57
68878,49
68879,30
68880,0
68881,52
68882,47
68883,56
68884,44
68885,62
68886,31
68887,67
68888,47
68889,36
68890,59
68891,70
68892,55
68893,46
68894,28
68895,61
68896,17
68897,28
68898,60
68899,55
68900,34
68901,31
68902,37
68903,42
68904,61
68905,34
68906,39
68907,55
68908,65
68909,29
68910,50
68911,63
68912,56
68913,31
68914,32
68915,67
68916,40
68917,59
68918,24
68919,40
68920,30
68921,32
68922,45
68923,50
68924,29
68925,50
68926,33
68927,53
68928,4
68929,65
68930,47
68931,47
68932,43
68933,29
68934,74
68935,35
68936,59
68937,42
68938,43
68939,59
68940,24
68941,52
68942,22
68943,48
68944,55
68945,34
68946,64
68947,40
68948,65
68949,46
68950,37
68951,40
68952,74
68953,27
68954,34
68955,62
68956,27
68957,34
68958,36
68959,26
68960,47
68961,31
68962,38
68963,54
68964,78
68965,35
68966,76
68967,61
68968,59
68969,43
68970,29
68971,69
68972,48
68973,67
68974,34
68975,39
68976,53
68977,50
68978,21
68979,41
68980,27
68981,46
68982,85
68983,41
68984,59
68985,49
68986,45
68987,31
68988,34
68989,67
68990,60
68991,40
68992,38
68993,29
68994,52
68995,54
68996,35
68997,39
68998,56
68999,44
69000,32
69001,42
69002,4
69003,65
69004,49
69005,38
69006,36
69007,65
69008,40
69009,84
69010,19
69011,84
69012,35
69013,34
69014,41
69015,61
69016,40
69017,65
69018,51
69019,57
69020,37
69021,49
69022,66
69023,65
69024,34
69025,38
69026,46
69027,36
69028,36
69029,44
69030,35
69031,59
69032,55
69033,45
69034,60
69035,71
69036,65
69037,31
69038,76
69039,58
69040,52
69041,52
69042,30
69043,39
69044,58
69045,30
69046,47
69047,63
69048,46
69049,45
69050,66
69051,47
69052,51
69053,56
69054,54
69055,89
69056,29
69057,24
69058,44
69059,62
69060,69
69061,49
69062,48
69063,52
69064,35
69065,38
69066,42
69067,25
69068,45
69069,58
69070,60
69071,46
69072,35
69073,79
69074,32
69075,59
69076,29
69077,31
69078,29
69079,27
69080,56
69081,23
69082,18
69083,37
69084,54
69085,31
69086,25
69087,30
69088,63
69089,25
69090,59
69091,16
69092,37
69093,49
69094,51
69095,42
69096,35
69097,21
69098,40
69099,37
69100,61
69101,34
69102,46
69103,22
69104,47
69105,42
69106,23
69107,30
69108,49
69109,48
69110,59
69111,59
69112,22
69113,78
69114,48
69115,26
69116,54
69117,63
69118,43
69119,60
69120,35
69121,37
69122,70
69123,64
69124,54
69125,49
69126,44
69127,32
69128,56
69129,53
69130,57
69131,59
69132,55
69133,91
69134,39
69135,42
69136,40
69137,52
69138,45
69139,30
69140,58
69141,28
69142,39
69143,60
69144,81
69145,32
69146,44
69147,42
69148,33
69149,58
69150,42
69151,76
69152,49
69153,62
69154,25
69155,56
69156,64
69157,18
69158,29
69159,30
69160,36
69161,68
69162,33
69163,57
69164,35
69165,26
69166,72
69167,39
69168,96
69169,53
69170,33
69171,66
69172,80
69173,67
69174,41
69175,23
69176,57
69177,33
69178,37
69179,35
69180,10
69181,12
69182,25
69183,38
69184,64
69185,58
69186,15
69187,39
69188,35
69189,39
69190,35
69191,39
69192,31
69193,5
69194,54
69195,37
69196,47
69197,25
69198,56
69199,43
69200,61
69201,32
69202,43
69203,34
69204,50
69205,51
69206,56
69207,52
69208,83
69209,76
69210,44
69211,61
69212,55
69213,57
69214,42
69215,42
69216,26
69217,75
69218,67
69219,37
69220,83
69221,35
69222,65
69223,50
69224,76
69225,58
69226,18
69227,47
69228,36
69229,75
69230,63
69231,58
69232,46
69233,34
69234,61
69235,34
69236,51
69237,35
69238,37
69239,40
69240,43
69241,84
69242,71
69243,54
69244,26
69245,30
69246,48
69247,77
69248,41
69249,34
69250,40
69251,42
69252,43
69253,29
69254,26
69255,55
69256,42
69257,52
69258,43
69259,26
69260,29
69261,32
69262,30
69263,41
69264,66
69265,42
69266,49
69267,40
69268,83
69269,84
69270,48
69271,49
69272,52
69273,48
69274,31
69275,37
69276,34
69277,20
69278,28
69279,50
69280,49
69281,65
69282,28
69283,35
69284,78
69285,33
69286,27
69287,33
69288,50
69289,51
69290,71
69291,6
69292,30
69293,38
69294,32
69295,15
69296,45
69297,39
69298,38
69299,42
69300,32
69301,86
69302,24
69303,46
69304,46
69305,59
69306,23
69307,42
69308,52
69309,24
69310,34
69311,43
69312,57
69313,44
69314,29
69315,33
69316,42
69317,30
69318,39
69319,38
69320,34
69321,65
69322,43
69323,47
69324,31
69325,36
69326,35
69327,77
69328,37
69329,41
69330,28
69331,30
69332,37
69333,37
69334,27
69335,45
69336,76
69337,33
69338,64
69339,59
69340,27
69341,27
69342,32
69343,34
69344,36
69345,25
69346,67
69347,48
69348,48
69349,25
69350,56
69351,41
69352,5
69353,40
69354,66
69355,31
69356,61
69357,56
69358,55
69359,69
69360,54
69361,36
69362,30
69363,44
69364,34
69365,42
69366,58
69367,23
69368,36
69369,58
69370,50
69371,52
69372,25
69373,22
69374,56
69375,46
69376,41
69377,34
69378,64
69379,31
69380,78
69381,48
69382,50
69383,34
69384,32
69385,49
69386,35
69387,46
69388,47
69389,50
69390,51
69391,46
69392,52
69393,45
69394,29
69395,32
69396,56
69397,40
69398,46
69399,24
69400,42
69401,25
69402,30
69403,50
69404,25
69405,48
69406,34
69407,56
69408,37
69409,45
69410,64
69411,87
69412,43
69413,28
69414,37
69415,51
69416,26
69417,35
69418,68
69419,41
69420,31
69421,50
69422,71
69423,26
69424,60
69425,34
69426,59
69427,31
69428,53
69429,34
69430,62
69431,56
69432,63
69433,57
69434,74
69435,29
